,Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate,Virality_Score
3574,Post_3575,YouTube,#Comedy,Shorts,UK,2289845,41660,91229,902,High,133791,0.0584,0.09826866010581502
3575,Post_3576,YouTube,#Tech,Video,Germany,1868860,495678,1511,35019,High,532208,0.2848,0.28558533009428205
3576,Post_3577,TikTok,#Comedy,Post,UK,2792979,278661,35710,12188,High,326559,0.1169,0.1297070260821868
3577,Post_3578,Twitter,#Challenge,Live Stream,USA,1080797,123510,46368,16690,Low,186568,0.1726,0.21552243390757006
3578,Post_3579,Twitter,#Tech,Video,USA,1777426,55185,14532,34839,Medium,104556,0.0588,0.06700025767598763
3579,Post_3580,Instagram,#Education,Video,India,2367228,440739,70043,20486,High,531268,0.2244,0.2540148223998702
3580,Post_3581,YouTube,#Fitness,Video,Brazil,3227162,30996,42925,10029,High,83950,0.026,0.03931472916451049
3581,Post_3582,YouTube,#Viral,Shorts,Brazil,1458457,186108,49424,48333,High,283865,0.1946,0.22852164993551405
3582,Post_3583,Instagram,#Fitness,Live Stream,Australia,1294997,23756,95096,36485,Medium,155337,0.12,0.1933850039807042
3583,Post_3584,TikTok,#Challenge,Tweet,Australia,4813536,107229,29142,44927,Low,181298,0.0377,0.0437183808327184
3584,Post_3585,Twitter,#Fashion,Shorts,USA,1277909,162633,40717,49400,Medium,252750,0.1978,0.22964624241632228
3585,Post_3586,Twitter,#Comedy,Live Stream,Australia,2621835,154122,16767,26931,Medium,197820,0.0755,0.08184611159741173
3586,Post_3587,Twitter,#Tech,Live Stream,Japan,677450,167667,47881,20909,High,236457,0.349,0.4197180603734593
3587,Post_3588,Twitter,#Gaming,Shorts,USA,1654984,115238,99475,24296,Low,239009,0.1444,0.20452403165226976
3588,Post_3589,Twitter,#Challenge,Video,UK,1062762,235851,32368,25476,Low,293695,0.2764,0.30680716849115797
3589,Post_3590,TikTok,#Dance,Shorts,UK,4097950,349433,43192,3385,Medium,396010,0.0966,0.1071760270379092
3590,Post_3591,Instagram,#Dance,Post,UK,2647054,41257,39244,9813,Medium,90314,0.0341,0.04894422252058326
3591,Post_3592,TikTok,#Gaming,Shorts,USA,3141556,53034,26202,4457,High,83693,0.0266,0.03498107307334327
3592,Post_3593,Twitter,#Challenge,Video,USA,3345099,77768,80093,13493,Medium,171354,0.0512,0.07516877676863973
3593,Post_3594,Instagram,#Music,Video,Australia,4557029,125724,1278,33044,Low,160046,0.0351,0.03540113525720376
3594,Post_3595,TikTok,#Dance,Live Stream,Australia,1939306,200131,76077,45583,High,321791,0.1659,0.2051599902233067
3595,Post_3596,YouTube,#Dance,Reel,USA,1850528,331895,20122,1865,Medium,353882,0.1912,0.20210664199623027
3596,Post_3597,Instagram,#Education,Reel,USA,3570669,376435,42008,15701,Medium,434144,0.1216,0.13335092107389399
3597,Post_3598,YouTube,#Tech,Post,India,1554895,431835,16198,47031,Low,495064,0.3184,0.32880805456316986
3598,Post_3599,Instagram,#Fashion,Shorts,USA,1761578,272014,92390,5140,Low,369544,0.2098,0.26222738930663303
3599,Post_3600,TikTok,#Gaming,Reel,Australia,3284516,89109,91336,31184,Medium,211629,0.0644,0.09224037879553638
3600,Post_3601,YouTube,#Dance,Shorts,India,691916,158855,55805,10217,High,224877,0.325,0.40565906844183397
3601,Post_3602,Instagram,#Education,Reel,Germany,2535862,93339,72820,2828,Low,168987,0.0666,0.0953549522805263
3602,Post_3603,Instagram,#Gaming,Post,Japan,2408561,311453,91334,6412,Medium,409199,0.1699,0.20781412636009633
3603,Post_3604,TikTok,#Dance,Video,Brazil,4997284,394892,60213,17338,Medium,472443,0.0945,0.10658909919868473
3604,Post_3605,Instagram,#Challenge,Live Stream,Canada,1700132,81658,81466,33991,High,197115,0.1159,0.16385845334362273
3605,Post_3606,TikTok,#Viral,Tweet,USA,2137772,285646,51693,41867,Low,379206,0.1774,0.20156452605797062
3606,Post_3607,Instagram,#Dance,Tweet,USA,1406784,449995,79996,33134,Medium,563125,0.4003,0.4571568911787453
3607,Post_3608,Twitter,#Tech,Reel,Japan,4752278,444255,53647,27659,Low,525561,0.1106,0.12188007519762102
3608,Post_3609,YouTube,#Fashion,Live Stream,Brazil,2279824,125773,37449,35173,Low,198395,0.087,0.10344833636280695
3609,Post_3610,TikTok,#Viral,Post,Australia,655655,326090,52180,49588,High,427858,0.6526,0.732150292455636
3610,Post_3611,TikTok,#Comedy,Tweet,Japan,1175841,337898,71459,29041,Low,438398,0.3728,0.4336104966572861
3611,Post_3612,Instagram,#Fitness,Post,Japan,2940522,25740,72776,35407,Low,133923,0.0455,0.0702933016654866
3612,Post_3613,Instagram,#Music,Reel,Australia,2100416,225017,46803,12290,High,284110,0.1353,0.15754640985404797
3613,Post_3614,YouTube,#Music,Post,Germany,2226088,4248,66185,28435,Medium,98868,0.0444,0.07414486758834332
3614,Post_3615,YouTube,#Comedy,Shorts,Australia,2351866,487866,78898,28508,High,595272,0.2531,0.2866532361962799
3615,Post_3616,TikTok,#Gaming,Video,Germany,710098,130766,40070,24168,Low,195004,0.2746,0.3310444473861354
3616,Post_3617,Instagram,#Education,Tweet,Germany,4651459,68377,67937,30898,Low,167212,0.0359,0.05055381548026114
3617,Post_3618,Twitter,#Fitness,Video,Australia,1145112,347150,33144,42026,High,422320,0.3688,0.397746246655349
3618,Post_3619,Instagram,#Music,Video,USA,4277027,354830,17598,7596,Low,380024,0.0889,0.09296691369963295
3619,Post_3620,YouTube,#Dance,Reel,Germany,3371356,496848,84583,49391,Medium,630822,0.1871,0.212200966020794
3620,Post_3621,Instagram,#Comedy,Video,UK,3794993,200502,92287,9187,Medium,301976,0.0796,0.10389031020610578
3621,Post_3622,TikTok,#Challenge,Tweet,India,4618412,7728,2040,46537,Low,56305,0.0122,0.01263313017548023
3622,Post_3623,Twitter,#Education,Video,Germany,2902674,483312,1975,30485,High,515772,0.1777,0.1783689797752004
3623,Post_3624,Instagram,#Fashion,Video,Australia,1671868,395880,60863,10189,Medium,466932,0.2793,0.3156917890646869
3624,Post_3625,YouTube,#Music,Reel,UK,3010484,365576,82001,43572,Low,491149,0.1631,0.1903846690432502
3625,Post_3626,Instagram,#Tech,Tweet,Canada,3620053,417221,33890,43836,Low,494947,0.1367,0.14608543024093845
3626,Post_3627,Twitter,#Music,Shorts,Germany,1161029,267995,11019,39895,Medium,318909,0.2747,0.2841686124980513
3627,Post_3628,Instagram,#Music,Tweet,Australia,2716374,344755,20540,31222,Low,396517,0.146,0.1535344543866198
3628,Post_3629,Twitter,#Fitness,Post,Brazil,2451233,238629,57390,21836,Medium,317855,0.1297,0.15308418253181155
3629,Post_3630,YouTube,#Education,Live Stream,UK,3494576,237558,81164,28918,Low,347640,0.0995,0.12270558717280723
3630,Post_3631,YouTube,#Challenge,Shorts,Japan,71395,250794,24677,5802,Medium,281273,3.9397,4.285314097625884
3631,Post_3632,Instagram,#Music,Live Stream,Australia,2714339,195676,96044,18591,High,310311,0.1143,0.1497067978612841
3632,Post_3633,Instagram,#Education,Reel,India,4625228,96042,96828,30562,High,223432,0.0483,0.06924199196234218
3633,Post_3634,YouTube,#Tech,Tweet,Canada,1485296,262114,82589,49507,High,394210,0.2654,0.32101278129073263
3634,Post_3635,Instagram,#Education,Post,Brazil,2093646,289340,34851,10245,Medium,334436,0.1597,0.17638464191176542
3635,Post_3636,YouTube,#Fitness,Tweet,Japan,636960,147410,83963,46376,Low,277749,0.4361,0.5678723938708867
3636,Post_3637,Twitter,#Dance,Live Stream,Japan,3984830,290889,6798,35927,Medium,333614,0.0837,0.08542698182858491
3637,Post_3638,YouTube,#Dance,Video,UK,4959895,201881,18714,47196,Low,267791,0.054,0.05776432767225919
3638,Post_3639,TikTok,#Viral,Shorts,Canada,1647779,50877,74015,36438,Low,161330,0.0979,0.14282558522714514
3639,Post_3640,TikTok,#Music,Video,India,1003490,190310,21357,39466,High,251133,0.2503,0.2715423173125791
3640,Post_3641,YouTube,#Gaming,Live Stream,Germany,4180692,226583,1936,17539,High,246058,0.0589,0.05931888787789198
3641,Post_3642,YouTube,#Challenge,Reel,Canada,2841183,49865,60619,15731,Medium,126215,0.0444,0.06575922775829646
3642,Post_3643,TikTok,#Dance,Video,UK,4081405,420595,51812,27954,Low,500361,0.1226,0.13528993079589013
3643,Post_3644,TikTok,#Challenge,Post,Germany,757286,460922,58039,46234,High,565195,0.7463,0.8229836547882834
3644,Post_3645,Twitter,#Fitness,Reel,Brazil,1637344,50807,32965,37638,Medium,121410,0.0742,0.09428379131080579
3645,Post_3646,Instagram,#Challenge,Shorts,Japan,2903014,398167,70875,25022,Medium,494064,0.1702,0.19460429746463503
3646,Post_3647,TikTok,#Gaming,Live Stream,Brazil,2383029,440705,40948,48430,High,530083,0.2224,0.23962402471812136
3647,Post_3648,Instagram,#Gaming,Tweet,Japan,665115,5418,9160,6114,Medium,20692,0.0311,0.04488246393480826
3648,Post_3649,TikTok,#Tech,Live Stream,Canada,150156,346163,53670,17309,Low,417142,2.7781,3.135485761474733
3649,Post_3650,YouTube,#Comedy,Shorts,Germany,1027279,27234,44956,1445,Medium,73635,0.0717,0.11544186146119993
3650,Post_3651,YouTube,#Tech,Tweet,USA,2444681,260620,26643,14661,Low,301924,0.1235,0.1344007663985608
3651,Post_3652,Instagram,#Challenge,Post,USA,2446014,30223,88394,2447,Medium,121064,0.0495,0.08563237986372932
3652,Post_3653,Instagram,#Comedy,Reel,Canada,3699879,213072,16388,34755,Medium,264215,0.0714,0.07584112885853835
3653,Post_3654,YouTube,#Fashion,Reel,USA,1853103,69910,4470,39710,Low,114090,0.0616,0.0639791743901985
3654,Post_3655,TikTok,#Dance,Tweet,USA,4171587,222488,80865,5536,Low,308889,0.074,0.093430629638073
3655,Post_3656,Instagram,#Challenge,Shorts,Japan,2314668,36572,67108,42772,Low,146452,0.0633,0.09226377173745867
3656,Post_3657,YouTube,#Viral,Reel,Brazil,2574515,461003,72910,25274,High,559187,0.2172,0.24552080683157798
3657,Post_3658,Instagram,#Fitness,Live Stream,Germany,1058506,361715,51528,5422,Medium,418665,0.3955,0.44420437862421186
3658,Post_3659,YouTube,#Tech,Post,UK,272791,237213,82161,17410,High,336784,1.2346,1.5357728077539214
3659,Post_3660,YouTube,#Challenge,Shorts,Canada,4147649,140624,70092,11837,High,222553,0.0537,0.07055683834384249
3660,Post_3661,Instagram,#Comedy,Live Stream,Germany,1724155,458079,9417,48609,Low,516105,0.2993,0.30479974248254943
3661,Post_3662,TikTok,#Fashion,Live Stream,Canada,560795,11735,2475,2473,High,16683,0.0297,0.03416221613958755
3662,Post_3663,Twitter,#Tech,Shorts,Brazil,3684146,151211,4453,10143,Medium,165807,0.045,0.04621423798079664
3663,Post_3664,TikTok,#Viral,Reel,UK,3852694,253328,67715,43838,High,364881,0.0947,0.11228402774785644
3664,Post_3665,Instagram,#Fashion,Live Stream,UK,2103231,265912,65039,38575,Low,369526,0.1757,0.20661781801428375
3665,Post_3666,Instagram,#Music,Tweet,Brazil,4335301,193543,50186,36208,Low,279937,0.0646,0.07614765387685885
3666,Post_3667,TikTok,#Music,Post,Australia,2320627,417108,2814,15708,Medium,435630,0.1877,0.18893342187262321
3667,Post_3668,TikTok,#Comedy,Shorts,Germany,4869354,6608,6514,1492,Low,14614,0.003,0.004338973917279376
3668,Post_3669,YouTube,#Viral,Video,UK,4774185,22677,53104,22023,Low,97804,0.0205,0.03160916470559896
3669,Post_3670,Instagram,#Education,Post,Germany,1147497,407471,29168,7518,Medium,444157,0.3871,0.4124847385221922
3670,Post_3671,Instagram,#Fashion,Post,Australia,231868,131318,92253,28352,High,251923,1.0865,1.4843617920540997
3671,Post_3672,YouTube,#Education,Post,Japan,725454,149682,27039,47514,High,224235,0.3091,0.34636792959994706
3672,Post_3673,TikTok,#Comedy,Tweet,Canada,3232841,27472,18187,21421,Medium,67080,0.0207,0.02637525322154724
3673,Post_3674,TikTok,#Fashion,Shorts,Brazil,1566752,176811,47917,712,Medium,225440,0.1439,0.17447368824166173
3674,Post_3675,Twitter,#Fitness,Tweet,Japan,4309390,362837,17128,25765,High,405730,0.0942,0.09812479260405765
3675,Post_3676,Twitter,#Fashion,Post,Germany,659821,13467,49239,8742,Low,71448,0.1083,0.18290869796505416
3676,Post_3677,TikTok,#Comedy,Reel,Brazil,3960518,376256,1871,3708,Low,381835,0.0964,0.09688278149474387
3677,Post_3678,YouTube,#Viral,Tweet,USA,2985117,284824,64052,41718,Low,390594,0.1308,0.15230424804119905
3678,Post_3679,Instagram,#Comedy,Shorts,Brazil,2148989,115422,32844,48115,Low,196381,0.0914,0.10666643710135323
3679,Post_3680,YouTube,#Challenge,Shorts,Germany,1463457,125302,62306,21850,High,209458,0.1431,0.18570002398430566
3680,Post_3681,Instagram,#Dance,Post,Australia,3989657,351332,76680,36031,High,464043,0.1163,0.13553119979988254
3681,Post_3682,Twitter,#Education,Post,Brazil,474838,45882,60806,27585,Low,134273,0.2828,0.410832747168508
3682,Post_3683,Twitter,#Challenge,Tweet,Japan,4654777,94417,20561,44245,Medium,159223,0.0342,0.03862354737939111
3683,Post_3684,Instagram,#Fashion,Tweet,Canada,1390945,422057,94191,34407,Low,550655,0.3959,0.4636028024113103
3684,Post_3685,Instagram,#Fashion,Live Stream,Australia,4375990,99936,80353,3006,Low,183295,0.0419,0.060248766564823045
3685,Post_3686,Twitter,#Dance,Shorts,India,1884862,249922,29934,46886,Low,326742,0.1734,0.18923189071666785
3686,Post_3687,YouTube,#Tech,Live Stream,UK,5467,337597,79716,33748,High,451061,82.5061,97.0874336930675
3687,Post_3688,Instagram,#Fashion,Post,Canada,2241319,22674,17632,11763,High,52069,0.0232,0.031098206011727917
3688,Post_3689,TikTok,#Dance,Reel,Canada,2248823,185414,40492,35212,High,261118,0.1161,0.13411904805313712
3689,Post_3690,TikTok,#Tech,Live Stream,Germany,702805,426213,6952,12284,High,445449,0.6338,0.6437077140885452
3690,Post_3691,Twitter,#Dance,Live Stream,USA,4076095,196850,15677,45746,Medium,258273,0.0634,0.06720893404103682
3691,Post_3692,Instagram,#Fashion,Tweet,India,2926591,5898,89,6431,Low,12418,0.0042,0.00427357290444753
3692,Post_3693,YouTube,#Education,Tweet,Germany,3135532,15894,55304,37035,Low,108233,0.0345,0.05215606155510452
3693,Post_3694,YouTube,#Challenge,Post,Australia,461899,39413,57043,36427,High,132883,0.2877,0.4111851292165603
3694,Post_3695,Twitter,#Tech,Video,UK,457477,157733,80500,34374,Low,272607,0.5959,0.7718573829941178
3695,Post_3696,Twitter,#Tech,Video,Canada,651638,88078,98083,27044,Medium,213205,0.3272,0.4777008093450658
3696,Post_3697,YouTube,#Tech,Tweet,Brazil,4571746,377505,16732,26086,High,420323,0.0919,0.09559914308450207
3697,Post_3698,TikTok,#Challenge,Tweet,UK,2573700,22478,94199,3637,Low,120314,0.0467,0.083348098068928
3698,Post_3699,Twitter,#Music,Video,UK,713028,337203,25042,4682,High,366927,0.5146,0.5497245549964377
3699,Post_3700,TikTok,#Tech,Shorts,India,2711553,160878,41722,11012,Medium,213612,0.0788,0.0941652256105634
3700,Post_3701,YouTube,#Music,Tweet,Australia,1066125,188355,91094,36292,Low,315741,0.2962,0.38160159455973736
3701,Post_3702,YouTube,#Education,Reel,Brazil,1198497,380580,69495,13206,Medium,463281,0.3866,0.4445367823198556
3702,Post_3703,Instagram,#Fitness,Shorts,Australia,3358197,230451,95429,22070,High,347950,0.1036,0.1320288833561581
3703,Post_3704,TikTok,#Dance,Live Stream,India,487342,207862,37985,34639,Low,280486,0.5755,0.6534856425261931
3704,Post_3705,Twitter,#Viral,Post,Canada,2563082,362386,42588,8407,Low,413381,0.1613,0.17789871724743883
3705,Post_3706,Instagram,#Viral,Video,Canada,3779546,165023,94433,31987,Low,291443,0.0771,0.10209586019061549
3706,Post_3707,Twitter,#Dance,Video,USA,3721811,165042,49187,13883,Medium,228112,0.0613,0.07450647010286121
3707,Post_3708,TikTok,#Fashion,Reel,Brazil,1832938,145324,49725,26919,High,221968,0.1211,0.14822814519640054
3708,Post_3709,Instagram,#Music,Shorts,UK,4513361,247785,75690,4772,Low,328247,0.0727,0.08949804812865622
3709,Post_3710,YouTube,#Fitness,Tweet,India,1955706,361088,80015,8735,High,449838,0.23,0.2709267139334849
3710,Post_3711,Twitter,#Comedy,Post,India,128846,69446,99612,12359,High,181417,1.408,2.181123201341136
3711,Post_3712,TikTok,#Comedy,Post,USA,704114,322337,98094,44086,Medium,464517,0.6597,0.7990339632502691
3712,Post_3713,YouTube,#Tech,Shorts,Brazil,4056382,117226,18306,30080,High,165612,0.0408,0.04534040433075583
3713,Post_3714,YouTube,#Challenge,Post,Canada,475805,301526,19765,33905,Low,355196,0.7465,0.7880560313573838
3714,Post_3715,Twitter,#Gaming,Live Stream,Germany,4086861,127508,32493,49827,Low,209828,0.0513,0.05929269431967468
3715,Post_3716,Twitter,#Fashion,Post,Brazil,3315249,385207,77152,46378,Medium,508737,0.1535,0.176725488794356
3716,Post_3717,TikTok,#Dance,Tweet,Brazil,1685730,204532,89445,26135,High,320112,0.1899,0.2429552775355484
3717,Post_3718,YouTube,#Dance,Tweet,Brazil,393968,399795,93583,35968,High,529346,1.3436,1.581166490679446
3718,Post_3719,Instagram,#Education,Reel,Australia,1794640,12648,44721,13884,Low,71253,0.0397,0.06462243123969152
3719,Post_3720,Instagram,#Education,Post,Japan,3179233,185039,69942,48453,Low,303434,0.0954,0.1174421629367838
3720,Post_3721,Twitter,#Fashion,Video,Australia,2112062,123124,70698,21339,High,215161,0.1019,0.13534593207964538
3721,Post_3722,YouTube,#Education,Live Stream,UK,4010273,247450,19950,8264,High,275664,0.0687,0.07371418354810258
3722,Post_3723,YouTube,#Fitness,Reel,USA,4172550,437895,11878,22267,Low,472040,0.1131,0.11597656109573283
3723,Post_3724,YouTube,#Fitness,Video,Germany,2400911,46562,36026,24905,Low,107493,0.0448,0.059776893021024104
3724,Post_3725,YouTube,#Gaming,Video,India,2694418,415576,79914,6931,High,502421,0.1865,0.2161264510554784
3725,Post_3726,TikTok,#Challenge,Post,Canada,664480,402282,61942,49243,High,513467,0.7727,0.8659538285576691
3726,Post_3727,Instagram,#Tech,Tweet,Canada,4165773,34145,78128,48750,Medium,161023,0.0387,0.05740855298644453
3727,Post_3728,Instagram,#Education,Shorts,UK,211233,238589,20953,15318,Low,274860,1.3012,1.4004109206421345
3728,Post_3729,Twitter,#Gaming,Shorts,Canada,180512,402033,81295,28799,Low,512127,2.8371,3.2874379542634284
3729,Post_3730,TikTok,#Gaming,Shorts,Germany,105048,249834,80882,16599,Medium,347315,3.3063,4.076203259462341
3730,Post_3731,Twitter,#Education,Tweet,UK,3207258,462611,63427,11223,Medium,537261,0.1675,0.1872902024096596
3731,Post_3732,YouTube,#Viral,Tweet,Japan,348955,207516,90406,12674,High,310596,0.8901,1.1491510366666189
3732,Post_3733,TikTok,#Fitness,Tweet,Canada,4975716,395122,48100,20122,Low,463344,0.0931,0.10278802085971145
3733,Post_3734,YouTube,#Fitness,Tweet,Canada,4335309,121131,69437,5334,Medium,195902,0.0452,0.061204172528417235
3734,Post_3735,Instagram,#Comedy,Post,USA,2260606,421644,22322,46373,High,490339,0.2169,0.22678034120054533
3735,Post_3736,Twitter,#Music,Live Stream,Brazil,3971657,222774,54533,6548,Low,283855,0.0715,0.08520071093752557
3736,Post_3737,YouTube,#Fitness,Live Stream,UK,4221129,221432,27097,44357,Medium,292886,0.0694,0.07580507489820851
3737,Post_3738,Twitter,#Gaming,Tweet,USA,2891867,16756,88760,44092,Medium,149608,0.0517,0.0824270272457205
3738,Post_3739,Instagram,#Education,Post,USA,3387989,297965,12405,47576,Medium,357946,0.1057,0.1093129287019527
3739,Post_3740,TikTok,#Viral,Reel,USA,2280646,99060,7438,37247,High,143745,0.063,0.06628955129380008
3740,Post_3741,Twitter,#Tech,Reel,USA,1038000,257996,5989,42160,Low,306145,0.2949,0.30070712909441233
3741,Post_3742,Twitter,#Viral,Shorts,USA,4551527,471777,18090,47750,Medium,537617,0.1181,0.1220924318366122
3742,Post_3743,Twitter,#Fashion,Post,India,2207974,361247,47396,5021,Medium,413664,0.1874,0.20881586467956598
3743,Post_3744,YouTube,#Viral,Live Stream,UK,654308,395218,70016,43978,Low,509212,0.7782,0.8852528167162865
3744,Post_3745,TikTok,#Gaming,Reel,India,1032891,127535,53968,43870,High,225373,0.2182,0.27044576823691946
3745,Post_3746,Instagram,#Comedy,Post,UK,2703906,151587,84813,5219,High,241619,0.0894,0.12072609033006325
3746,Post_3747,TikTok,#Dance,Video,USA,23356,253576,512,15923,Medium,270011,11.5607,11.582591197122795
3747,Post_3748,Instagram,#Tech,Video,Germany,3608286,39961,57731,650,High,98342,0.0273,0.04325405469522094
3748,Post_3749,YouTube,#Viral,Reel,Germany,2917081,96400,33904,40818,Low,171122,0.0587,0.07028464413569592
3749,Post_3750,TikTok,#Dance,Post,Brazil,4634207,74646,76271,25002,Medium,175919,0.038,0.05441923504927596
3750,Post_3751,Instagram,#Comedy,Shorts,Germany,2834616,321819,85915,43610,Low,451344,0.1592,0.18953501991098617
3751,Post_3752,TikTok,#Dance,Shorts,Australia,3927986,316772,85104,49951,High,451827,0.115,0.13669371530346594
3752,Post_3753,Twitter,#Dance,Live Stream,Brazil,2438573,20586,37695,37403,High,95684,0.0392,0.0546955124984981
3753,Post_3754,YouTube,#Tech,Shorts,Brazil,1039646,140978,27325,15958,High,184261,0.1772,0.20351735109835464
3754,Post_3755,Twitter,#Music,Shorts,UK,572204,455700,85611,43242,High,584553,1.0216,1.1711976847418053
3755,Post_3756,TikTok,#Comedy,Reel,Canada,2055988,477781,59040,12295,Low,549116,0.2671,0.295797446288597
3756,Post_3757,TikTok,#Music,Post,Germany,1811481,103117,42087,38390,Medium,183594,0.1014,0.12458369698605727
3757,Post_3758,Instagram,#Viral,Shorts,USA,3519149,429333,72079,42269,High,543681,0.1545,0.17497412016371003
3758,Post_3759,Twitter,#Gaming,Live Stream,Germany,4772651,96271,28894,22623,Medium,147788,0.031,0.037019677323986186
3759,Post_3760,YouTube,#Fitness,Tweet,UK,4837174,493550,65769,12395,High,571714,0.1182,0.13178831276278258
3760,Post_3761,Instagram,#Comedy,Reel,Canada,4337899,360339,90144,26248,Medium,476731,0.1099,0.13067962163249996
3761,Post_3762,Twitter,#Dance,Reel,USA,1982470,38772,59724,2247,Low,100743,0.0508,0.08094296508900513
3762,Post_3763,TikTok,#Gaming,Tweet,India,2430582,247328,36608,17278,High,301214,0.1239,0.1389881106664988
3763,Post_3764,Instagram,#Tech,Live Stream,Germany,3215735,372038,50812,33493,Low,456343,0.1419,0.15771044566794218
3764,Post_3765,Twitter,#Gaming,Post,Brazil,4476274,67640,77088,2976,Medium,147704,0.033,0.050218552304885714
3765,Post_3766,TikTok,#Gaming,Tweet,Australia,298203,250763,83080,26482,Low,360325,1.2083,1.4869233374580404
3766,Post_3767,Instagram,#Viral,Live Stream,India,1405081,174642,70414,820,Low,245876,0.175,0.22510446016991192
3767,Post_3768,TikTok,#Challenge,Post,India,513589,314068,81740,24653,Low,420461,0.8187,0.9778266279067503
3768,Post_3769,Instagram,#Comedy,Shorts,UK,637282,358058,65689,25327,Medium,449074,0.7047,0.8077475905486111
3769,Post_3770,Twitter,#Gaming,Post,Germany,1744531,196250,8655,25527,High,230432,0.1321,0.13704944194170238
3770,Post_3771,YouTube,#Dance,Shorts,Germany,2355782,422456,36459,47807,Medium,506722,0.2151,0.23057354203402522
3771,Post_3772,TikTok,#Gaming,Reel,Japan,4955899,128909,63956,24994,High,217859,0.044,0.056864556763566006
3772,Post_3773,YouTube,#Dance,Video,Australia,2388341,286756,98722,44285,Low,429763,0.1799,0.22127702869900068
3773,Post_3774,YouTube,#Fitness,Live Stream,India,2662468,395901,43291,11180,High,450372,0.1692,0.18541556180205734
3774,Post_3775,YouTube,#Viral,Tweet,India,4335697,323246,92331,23780,Medium,439357,0.1013,0.12263034063496596
3775,Post_3776,Twitter,#Fashion,Tweet,Brazil,1758597,230467,79259,7925,Medium,317651,0.1806,0.22569696183946636
3776,Post_3777,Twitter,#Comedy,Reel,Australia,72447,306980,66142,19162,High,392284,5.4148,6.327743039739396
3777,Post_3778,TikTok,#Viral,Shorts,UK,796782,333622,27754,25313,High,386689,0.4853,0.5201460374355846
3778,Post_3779,TikTok,#Fashion,Live Stream,India,3922765,98519,13450,23794,Medium,135763,0.0346,0.03803771064542485
3779,Post_3780,TikTok,#Comedy,Video,Australia,2534406,227500,22953,8757,High,259210,0.1023,0.11133299084677041
3780,Post_3781,Twitter,#Viral,Video,Australia,1066350,103339,72555,6292,High,182186,0.1709,0.23889060814929433
3781,Post_3782,TikTok,#Comedy,Tweet,UK,2162864,24702,14264,20910,Low,59876,0.0277,0.03427862315892261
3782,Post_3783,TikTok,#Comedy,Shorts,UK,964406,124652,27640,1319,Low,153611,0.1593,0.1879405561558099
3783,Post_3784,Twitter,#Gaming,Video,USA,4988828,277908,26528,34206,Low,338642,0.0679,0.07319755261155526
3784,Post_3785,Twitter,#Challenge,Tweet,India,4956068,390506,15516,5293,Low,411315,0.083,0.08612291033940615
3785,Post_3786,Twitter,#Music,Post,Australia,4646211,483426,49747,44836,High,578009,0.1244,0.13511138430863343
3786,Post_3787,TikTok,#Viral,Shorts,Germany,3837633,403999,11069,4787,Medium,419855,0.1094,0.11228900731258044
3787,Post_3788,Instagram,#Comedy,Live Stream,Canada,1831366,219055,32009,33612,High,284676,0.1554,0.1729228346491089
3788,Post_3789,Twitter,#Gaming,Video,USA,3880037,60397,71412,49228,Low,181037,0.0467,0.06506355480630725
3789,Post_3790,Instagram,#Dance,Post,India,4002076,199918,60118,5823,Low,265859,0.0664,0.08145197642423582
3790,Post_3791,Instagram,#Education,Shorts,India,1532579,318112,7994,1220,Medium,327326,0.2136,0.21879459394915368
3791,Post_3792,Twitter,#Viral,Tweet,Canada,3747143,10641,12421,41367,High,64429,0.0172,0.020508958425125488
3792,Post_3793,Twitter,#Challenge,Post,UK,4044625,130858,66782,11076,High,208716,0.0516,0.06811459653243503
3793,Post_3794,Instagram,#Education,Reel,UK,4410645,274766,45283,9010,Low,329059,0.0746,0.08487239394691706
3794,Post_3795,Twitter,#Education,Video,USA,2570250,54434,41385,16714,Medium,112533,0.0438,0.05988444703822585
3795,Post_3796,TikTok,#Fitness,Tweet,Japan,3447314,40473,28558,25286,High,94317,0.0274,0.035643692451572444
3796,Post_3797,TikTok,#Music,Shorts,Australia,4645704,248284,83794,24725,High,356803,0.0768,0.09483966262163926
3797,Post_3798,TikTok,#Viral,Reel,Canada,4770390,448970,59849,18865,Medium,527684,0.1106,0.12316246680040835
3798,Post_3799,Twitter,#Fashion,Reel,UK,4894106,434667,32954,22379,High,490000,0.1001,0.10685383602235014
3799,Post_3800,YouTube,#Gaming,Shorts,Brazil,1632604,444651,70531,24516,Low,539698,0.3306,0.37377649448365924
3800,Post_3801,YouTube,#Challenge,Post,Japan,180597,168189,47117,20562,Medium,235868,1.306,1.5669418650365177
3801,Post_3802,TikTok,#Comedy,Reel,Canada,419884,80341,79803,14047,Low,174191,0.4149,0.6049146907241048
3802,Post_3803,TikTok,#Fitness,Shorts,Germany,1529342,292555,76539,12189,Low,381283,0.2493,0.2993588092133741
3803,Post_3804,Instagram,#Dance,Tweet,UK,948825,374018,84000,27438,High,485456,0.5116,0.6001696835559771
3804,Post_3805,Instagram,#Dance,Post,Brazil,3596292,173815,46684,30679,Low,251178,0.0698,0.08282475394100368
3805,Post_3806,TikTok,#Music,Shorts,Brazil,2316075,341056,63956,40502,Medium,445514,0.1924,0.21997128763101367
